t,x,y,z,qx,qy,qz,qw
1403636663263555584,1.043532491,-0.207540080,1.244682670,0.000162231,0.799780607,0.293341517,0.523738205
1403636663313555456,1.043387771,-0.206056356,1.245542288,-0.009182150,0.801423013,0.289450973,0.523311496
1403636663363555584,1.043173194,-0.203721002,1.245651841,-0.017944641,0.802525222,0.286323994,0.523115516
1403636663413555456,1.043661833,-0.201078787,1.246166348,-0.026476178,0.802925169,0.285154670,0.522778153
1403636663463555584,1.043874145,-0.197654769,1.246698618,-0.032415979,0.802595794,0.285004407,0.523031294
1403636663513555456,1.045066237,-0.194985569,1.247644067,-0.038016833,0.802493989,0.285759270,0.522397995
1403636663563555584,1.045957088,-0.191842064,1.248252392,-0.041620743,0.802172601,0.286192477,0.522379816
1403636663613555456,1.047855616,-0.188309878,1.249244690,-0.042807847,0.801859736,0.286778063,0.522442997
1403636663663555584,1.050266027,-0.185406327,1.250052929,-0.044870596,0.801604569,0.287240624,0.522407472
1403636663713555456,1.053426027,-0.182168424,1.250648618,-0.048538566,0.802159488,0.284663916,0.522638083
1403636663763555584,1.057135463,-0.179218531,1.251165748,-0.052072156,0.803071022,0.280995011,0.522883475
1403636663813555456,1.061048031,-0.176232949,1.252226949,-0.055235848,0.805087566,0.273859143,0.523243845
1403636663863555584,1.065593123,-0.173968047,1.252629519,-0.057873569,0.806743443,0.266726106,0.524092257
1403636663913555456,1.070811272,-0.173005760,1.253464460,-0.058206871,0.808044791,0.261556894,0.524655700
1403636663963555584,1.076769590,-0.172411948,1.254861951,-0.058844768,0.810189068,0.253087938,0.525430620
1403636664013555456,1.083167791,-0.170877039,1.255610824,-0.057739530,0.812045813,0.244676366,0.526669860
1403636664063555584,1.089790225,-0.171229139,1.257721901,-0.055535182,0.812905967,0.240718499,0.527403355
1403636664113555456,1.095994353,-0.171734661,1.260251641,-0.050347015,0.812909901,0.238782197,0.528796434
1403636664163555584,1.104090691,-0.173113838,1.262522101,-0.044016819,0.812606454,0.238132268,0.530119181
1403636664213555456,1.111045361,-0.174406424,1.265455246,-0.036416449,0.812008858,0.237466797,0.531906903
1403636664263555584,1.119046092,-0.176205084,1.267952919,-0.029688533,0.811333001,0.236429647,0.533814907
1403636664313555456,1.126706243,-0.177375063,1.271705627,-0.024062106,0.810639918,0.236203909,0.535249174
1403636664363555584,1.133866549,-0.177509815,1.276398659,-0.020290546,0.809844851,0.236091241,0.536656857
1403636664413555456,1.141460180,-0.175629452,1.281097293,-0.016253378,0.809061408,0.235024422,0.538441241
1403636664463555584,1.149483800,-0.175191790,1.286493301,-0.014798886,0.807946265,0.235586256,0.539910197
1403636664513555456,1.156641960,-0.173734590,1.291800618,-0.011950792,0.807030678,0.234554857,0.541795909
1403636664563555584,1.163921595,-0.172025368,1.297559023,-0.008833808,0.805655479,0.234702840,0.543834209
1403636664613555456,1.170701742,-0.170678407,1.303739429,-0.002110573,0.803606153,0.236805215,0.546018243
1403636664663555584,1.177523494,-0.170180604,1.309540510,0.000913334,0.802027225,0.237471908,0.548049808
1403636664713555456,1.184594274,-0.169346794,1.315470219,0.003941420,0.799825072,0.240158722,0.550080001
1403636664763555584,1.191353202,-0.169940397,1.322699070,-0.000243787,0.799232721,0.240402967,0.550847769
1403636664813555456,1.197229624,-0.169442624,1.328511953,-0.003733176,0.798467219,0.239182010,0.552474499
1403636664863555584,1.203721046,-0.170211941,1.333883047,-0.004682579,0.797211230,0.239088014,0.554318666
1403636664913555456,1.209485531,-0.171740338,1.339917302,-0.004037830,0.796010256,0.240131572,0.555597186
1403636664963555584,1.215818644,-0.173016727,1.346182704,-0.006006305,0.794465303,0.242118329,0.556926787
1403636665013555456,1.221794844,-0.175769120,1.351882339,-0.006690493,0.792231202,0.246893689,0.558004022
1403636665063555584,1.227528691,-0.177511990,1.357562661,-0.009546641,0.790151417,0.251163542,0.559004962
1403636665113555456,1.233142614,-0.177654058,1.362402916,-0.010595863,0.788053393,0.253135353,0.561054409
1403636665163555584,1.239021659,-0.181158453,1.367853165,-0.012214492,0.786717236,0.256103516,0.561549485
1403636665213555456,1.243775368,-0.184740812,1.375380039,-0.009132968,0.785804451,0.258433133,0.561818779
1403636665263555584,1.250628114,-0.188741893,1.379573226,-0.001980796,0.784660459,0.260320634,0.562616408
1403636665313555456,1.256408691,-0.192574531,1.384203196,0.003625851,0.784582198,0.259401023,0.563141942
1403636665363555584,1.263082862,-0.196392298,1.390136123,0.005821135,0.784925878,0.258782953,0.562928796
1403636665413555456,1.268298984,-0.199386626,1.395203829,0.004449105,0.785626113,0.256265759,0.563116014
1403636665463555584,1.274678946,-0.202254325,1.399278164,-0.000140911,0.786297977,0.254597336,0.562952638
1403636665513555456,1.280150890,-0.206052691,1.404688239,-0.006569515,0.787586689,0.252900779,0.561876535
1403636665563555584,1.285325408,-0.208877057,1.409656882,-0.011729486,0.789254427,0.248951033,0.561215937
1403636665613555456,1.291084051,-0.213140368,1.415835500,-0.017086994,0.790150642,0.248340383,0.560086608
1403636665663555584,1.296655893,-0.216084808,1.420567751,-0.019181347,0.790935934,0.247400925,0.559325695
1403636665713555456,1.302698374,-0.218799889,1.424937129,-0.019622885,0.791960299,0.244941071,0.558943391
1403636665763555584,1.308528066,-0.223121554,1.430532813,-0.019029846,0.793507159,0.241907120,0.558090568
1403636665813555456,1.314345002,-0.225887984,1.434794784,-0.016064093,0.794120431,0.240285739,0.558012068
1403636665863555584,1.319910288,-0.230616808,1.442006230,-0.007489901,0.794614553,0.241226509,0.557083011
1403636665913555456,1.326483250,-0.235375166,1.447032452,0.001022919,0.793728232,0.245631799,0.556470454
1403636665963555584,1.331987977,-0.240349978,1.453887939,0.008382123,0.793124855,0.249699414,0.555457413
1403636666013555456,1.337190628,-0.243847668,1.459550381,0.012901193,0.792009711,0.253131777,0.555408478
1403636666063555584,1.342561483,-0.247962117,1.465585351,0.015187446,0.791623473,0.255471945,0.554829478
1403636666113555456,1.347655535,-0.250975609,1.471071124,0.014407416,0.792162776,0.254494429,0.554529667
1403636666163555584,1.352670670,-0.254122555,1.477819681,0.010928213,0.793873012,0.251295298,0.553621650
1403636666213555456,1.356654882,-0.254864275,1.483295083,0.010023754,0.794553995,0.247647732,0.554305077
1403636666263555584,1.361718655,-0.257138342,1.488843441,0.010207636,0.794570327,0.247593403,0.554302692
1403636666313555456,1.366578579,-0.258415401,1.494643450,0.012642096,0.794618368,0.247145802,0.554383337
1403636666363555584,1.370553017,-0.260333002,1.501212120,0.015734157,0.794303775,0.247458130,0.554615676
1403636666413555456,1.374894381,-0.261975110,1.507177591,0.018171895,0.793080509,0.250044674,0.555131316
1403636666463555584,1.378971219,-0.263506889,1.511890054,0.019294092,0.791407108,0.253096431,0.556097806
1403636666513555456,1.382179856,-0.265050739,1.518020511,0.018810043,0.790468633,0.254503250,0.556806684
1403636666563555584,1.385761261,-0.267723650,1.523509741,0.015237384,0.789867461,0.255950093,0.557105720
1403636666613555456,1.389168978,-0.269831836,1.528040171,0.010461717,0.788956225,0.257029116,0.558009565
1403636666663555584,1.391108513,-0.271611273,1.533907294,0.004501365,0.788927197,0.255343050,0.558903873
1403636666713555456,1.393840075,-0.274641722,1.539074779,-0.001330554,0.788088202,0.256962866,0.559361458
1403636666763555584,1.396553993,-0.278379887,1.543516159,-0.006178957,0.786700010,0.259678483,0.560028493
1403636666813555456,1.399081826,-0.281422496,1.548615694,-0.008383079,0.785132229,0.262836099,0.560726643
1403636666863555584,1.401699781,-0.284775198,1.553652048,-0.008841698,0.782707274,0.269041955,0.561166167
1403636666913555456,1.404751778,-0.288023621,1.557514548,-0.004707097,0.778504372,0.279413760,0.561993599
1403636666963555584,1.407767534,-0.290086836,1.562753916,-0.000561763,0.775074780,0.287885100,0.562477410
1403636667013555456,1.411015511,-0.292780578,1.568090320,0.002214457,0.773773670,0.290602773,0.562867105
1403636667063555584,1.415246367,-0.293527305,1.570673347,0.004834468,0.773367703,0.290353149,0.563537121
1403636667113555456,1.419090867,-0.294146776,1.573778868,0.004916964,0.776452720,0.281245202,0.563913226
1403636667163555584,1.422748327,-0.294821709,1.577067018,0.004071984,0.780628860,0.268967479,0.564144075
1403636667213555456,1.426683187,-0.296560973,1.581133962,0.002987635,0.784232974,0.259225726,0.563712358
1403636667263555584,1.430761814,-0.296811163,1.584015489,0.000754005,0.787166834,0.250196099,0.563710690
1403636667313555456,1.434176445,-0.296410978,1.587829947,-0.001246162,0.788829446,0.244012639,0.564096093
1403636667363555584,1.437575221,-0.297236860,1.591685653,-0.001797278,0.789565146,0.241064757,0.564332604
1403636667413555456,1.441078663,-0.296303660,1.595700979,-0.003038409,0.789789081,0.239842296,0.564534724
1403636667463555584,1.444210291,-0.295915246,1.599002719,-0.005555908,0.788495779,0.242356896,0.565249145
1403636667513555456,1.447329283,-0.296077669,1.603516579,-0.007936472,0.787096918,0.245714813,0.565720439
1403636667563555584,1.450923324,-0.296863467,1.607714415,-0.008967057,0.784591794,0.252903193,0.566017032
1403636667613555456,1.454555154,-0.297210634,1.612902522,-0.008345349,0.782601416,0.259598404,0.565750837
1403636667663555584,1.457787275,-0.297912508,1.616691947,-0.007274878,0.780311167,0.265060365,0.566395998
1403636667713555456,1.461014748,-0.299159020,1.620412946,-0.005035859,0.778992951,0.268555611,0.566588402
1403636667763555584,1.464115858,-0.300205290,1.623236060,-0.003041579,0.778466046,0.269422412,0.566915333
1403636667813555456,1.467908740,-0.302849025,1.627888203,-0.001919066,0.779042721,0.269046217,0.566306293
1403636667863555584,1.472256660,-0.304763019,1.630825877,-0.000586373,0.779069841,0.269727677,0.565947711
1403636667913555456,1.475522995,-0.305508018,1.633121371,0.001020976,0.778925538,0.269998282,0.566016614
1403636667963555584,1.478458643,-0.307409555,1.637659788,-0.000163040,0.779450297,0.270214498,0.565191448
1403636668013555456,1.483179808,-0.308370650,1.638819933,0.000157422,0.779312372,0.270493031,0.565248430
1403636668063555584,1.487147689,-0.309578240,1.643404007,-0.002086353,0.781171739,0.268189698,0.563773632
1403636668113555456,1.491316795,-0.309006751,1.645422697,-0.004145138,0.782104790,0.266175389,0.563423038
1403636668163555584,1.494729996,-0.307165980,1.649305344,-0.006381751,0.783762753,0.263489336,0.562359810
1403636668213555456,1.497725010,-0.307830691,1.652134657,-0.009600068,0.784526050,0.263881594,0.561064363
1403636668263555584,1.502241611,-0.307553738,1.655216455,-0.012953425,0.785393298,0.263645619,0.559893370
1403636668313555456,1.506251097,-0.306967229,1.658520818,-0.014750293,0.786608577,0.263303518,0.558301568
1403636668363555584,1.512341142,-0.304014474,1.661296725,-0.015174686,0.787146926,0.263176590,0.557590902
1403636668413555456,1.517796278,-0.304748833,1.665328383,-0.015596509,0.788425326,0.262790799,0.555952549
1403636668463555584,1.521190643,-0.302475303,1.668441772,-0.014129965,0.789818466,0.260714531,0.554991066
1403636668513555456,1.527182698,-0.301560193,1.671916008,-0.014658303,0.790754318,0.259746939,0.554097652
1403636668563555584,1.531623483,-0.299511313,1.675176620,-0.013596442,0.791371047,0.260133088,0.553062141
1403636668613555456,1.536586761,-0.298213303,1.678699493,-0.014215414,0.791912794,0.259786308,0.552433848
1403636668663555584,1.543485999,-0.296632111,1.683558345,-0.015231963,0.792930067,0.259805799,0.550936341
1403636668713555456,1.548310041,-0.295012504,1.687261701,-0.017857777,0.794409454,0.257293761,0.549904227
1403636668763555584,1.552909613,-0.293797106,1.690623283,-0.020914730,0.796215415,0.252999753,0.549176335
1403636668813555456,1.558421373,-0.292872250,1.693253756,-0.023316711,0.797985852,0.248123989,0.548734367
1403636668863555584,1.564000607,-0.291617870,1.699065208,-0.026733151,0.800307930,0.241906092,0.547972560
1403636668913555456,1.569591284,-0.291745007,1.702099919,-0.028440190,0.801921785,0.236292154,0.547976851
1403636668963555584,1.575035572,-0.291310877,1.707894206,-0.024881706,0.802901685,0.234428093,0.547515452
1403636669013555456,1.581784964,-0.292108804,1.711087704,-0.018646967,0.802214086,0.236401394,0.547922552
1403636669063555584,1.586402416,-0.294950694,1.716143608,-0.013306775,0.801931560,0.237521693,0.548007369
1403636669113555456,1.591456175,-0.296836555,1.720436811,-0.007492134,0.801380873,0.238986969,0.548286080
1403636669163555584,1.597717166,-0.299041301,1.727311969,-0.004710826,0.801705003,0.240342677,0.547249675
1403636669213555456,1.602547169,-0.300336599,1.731578469,-0.002812258,0.801654339,0.239774659,0.547586024
1403636669263555584,1.607691884,-0.300489277,1.736590505,-0.001343354,0.801580906,0.239625067,0.547764599
1403636669313555456,1.612407684,-0.303775817,1.743072748,-0.002497069,0.802135646,0.239625439,0.546947718
1403636669363555584,1.618170261,-0.303592831,1.750956655,-0.002099095,0.802351475,0.240506217,0.546245873
1403636669413555456,1.622789383,-0.305079818,1.756996036,-0.001198779,0.802562237,0.239829943,0.546236277
1403636669463555584,1.628063917,-0.306088209,1.764218330,0.000947449,0.803225100,0.238284126,0.545938849
1403636669513555456,1.632586241,-0.306676298,1.768880963,0.002470125,0.803145587,0.236282229,0.546920300
1403636669563555584,1.637426376,-0.306836665,1.777058244,0.004636337,0.804337502,0.232985690,0.546568632
1403636669613555456,1.641429186,-0.307390422,1.782903671,0.007433038,0.805313289,0.228480101,0.547002971
1403636669663555584,1.644667864,-0.308434367,1.790723920,0.010556796,0.806374967,0.224037617,0.547224939
1403636669713555456,1.647101521,-0.309731632,1.798386455,0.013452181,0.807350397,0.219589517,0.547526121
1403636669763555584,1.651250601,-0.311309904,1.805914164,0.015889160,0.807331383,0.218246773,0.548025489
1403636669813555456,1.652319193,-0.314343929,1.813590884,0.024042061,0.805113852,0.223408535,0.548910081
1403636669863555584,1.656505823,-0.314987600,1.822237253,0.035643581,0.801496804,0.231703416,0.550132692
1403636669913555456,1.658834338,-0.317583472,1.830892563,0.044702586,0.796754062,0.243925139,0.551076412
1403636669963555584,1.659226418,-0.320919901,1.838847756,0.050764129,0.793059051,0.253647566,0.551491857
1403636670013555456,1.658188462,-0.324215442,1.844378710,0.053456623,0.789920211,0.261437267,0.552104235
1403636670063555584,1.657292843,-0.328062236,1.850114107,0.054879136,0.787408113,0.266840130,0.552967489
1403636670113555456,1.656668544,-0.328957975,1.856771946,0.057289083,0.784821570,0.270722061,0.554511130
1403636670163555584,1.655881405,-0.333052933,1.861501932,0.061836775,0.782716334,0.271744877,0.556494474
1403636670213555456,1.653486252,-0.337515831,1.866077542,0.070990026,0.779707849,0.272574812,0.559212923
1403636670263555584,1.652497053,-0.340566128,1.870807648,0.079802752,0.777267814,0.272342056,0.561530173
1403636670313555456,1.650125027,-0.342102677,1.875780225,0.087415434,0.774765909,0.272617072,0.563716471
1403636670363555584,1.647775650,-0.343819410,1.879487395,0.091481037,0.771409631,0.274468690,0.566767573
1403636670413555456,1.645036459,-0.347164035,1.881894112,0.092686012,0.767246068,0.277244091,0.570857584
1403636670463555584,1.640311718,-0.348490119,1.882652402,0.095305122,0.761565924,0.280675590,0.576329410
1403636670513555456,1.635381937,-0.348412663,1.884091377,0.096705675,0.756085932,0.281698853,0.582776010
1403636670563555584,1.629679918,-0.349261254,1.884884834,0.097178370,0.750119686,0.282035321,0.590197384
1403636670613555456,1.622632504,-0.350918829,1.883674860,0.096896596,0.743667781,0.282016516,0.598361075
1403636670663555584,1.616050959,-0.353995442,1.881538868,0.094993301,0.737261951,0.280671507,0.607161045
1403636670713555456,1.609755516,-0.354295701,1.879047632,0.094076402,0.730939209,0.278216481,0.616013944
1403636670763555584,1.601290226,-0.354372233,1.874303460,0.094177626,0.723619878,0.275448501,0.625805855
1403636670813555456,1.593235970,-0.355705261,1.869278431,0.095670052,0.715315580,0.274566025,0.635440350
1403636670863555584,1.585312128,-0.357073992,1.865411758,0.098333001,0.706104159,0.274156481,0.645434558
1403636670913555456,1.575484276,-0.356304467,1.857186675,0.103022657,0.695585489,0.273368299,0.656366527
1403636670963555584,1.565220118,-0.354958475,1.848653078,0.109636143,0.683875680,0.271933019,0.668091655
1403636671013555456,1.556105971,-0.355423778,1.839900851,0.112707026,0.672543824,0.268689036,0.680285275
1403636671063555584,1.544471741,-0.353718400,1.829654932,0.113224879,0.662068427,0.262632310,0.692726314
1403636671113555456,1.533117533,-0.355337828,1.819415450,0.108679309,0.652946472,0.255722165,0.704596281
1403636671163555584,1.521526217,-0.355295897,1.807122946,0.102397881,0.643474340,0.249207124,0.716485322
1403636671213555456,1.507420301,-0.350457430,1.793899059,0.096459843,0.634552121,0.242003575,0.727649212
1403636671263555584,1.495034456,-0.349426001,1.778711319,0.086278163,0.627179265,0.236532822,0.737057984
1403636671313555456,1.482289433,-0.349211067,1.762750387,0.070445895,0.622082889,0.230359793,0.744972885
1403636671363555584,1.469293714,-0.346046925,1.746747375,0.050959703,0.618883014,0.220393315,0.752205908
1403636671413555456,1.455651045,-0.345392913,1.730067253,0.030543175,0.615428329,0.210526258,0.758942544
1403636671463555584,1.441886902,-0.343324244,1.712167263,0.013108767,0.609620214,0.203465864,0.766024172
1403636671513555456,1.429914594,-0.342757791,1.695555687,-0.002394018,0.603150785,0.200125784,0.772109509
1403636671563555584,1.417421579,-0.339910269,1.678471565,-0.013064899,0.596097231,0.199707329,0.777569532
1403636671613555456,1.404305935,-0.335342407,1.662741661,-0.022863196,0.590120018,0.199741229,0.781881750
1403636671663555584,1.392296314,-0.331967384,1.645586967,-0.031068811,0.584427953,0.201547757,0.785402536
1403636671713555456,1.380355120,-0.330581367,1.630049467,-0.037795700,0.580148280,0.203847751,0.787683666
1403636671763555584,1.369822621,-0.327735245,1.612138033,-0.043149300,0.576365352,0.205612093,0.789724529
1403636671813555456,1.359529734,-0.325442672,1.598088026,-0.049977653,0.574534953,0.206121728,0.790522397
1403636671863555584,1.349605918,-0.322055697,1.582608700,-0.054856081,0.572638690,0.208207369,0.791028082
1403636671913555456,1.340964794,-0.318371594,1.566607714,-0.061057962,0.570949018,0.211420462,0.790942788
1403636671963555584,1.333068013,-0.316075206,1.552110195,-0.068631954,0.570445359,0.213193908,0.790208876
1403636672013555456,1.324866056,-0.313738286,1.537758946,-0.076732524,0.570607185,0.213859290,0.789166510
1403636672063555584,1.318102837,-0.310811162,1.522680759,-0.082203701,0.572238803,0.210210294,0.788414180
1403636672113555456,1.313298225,-0.313465178,1.509863377,-0.088309899,0.575398445,0.203820184,0.787131071
1403636672163555584,1.309271932,-0.313936353,1.495002747,-0.090980910,0.577871203,0.198077515,0.786481202
1403636672213555456,1.305034518,-0.316480041,1.483034611,-0.093727909,0.580425978,0.193931609,0.785309672
1403636672263555584,1.302337527,-0.317385674,1.470093369,-0.094231851,0.582303584,0.191287622,0.784507453
1403636672313555456,1.299988747,-0.319715917,1.460364699,-0.095132515,0.585126460,0.186870486,0.783362150
1403636672363555584,1.297584534,-0.319770634,1.449985504,-0.094541766,0.588427126,0.178370327,0.782942772
1403636672413555456,1.296829343,-0.320171297,1.440887690,-0.092906132,0.591739058,0.168843478,0.782754898
1403636672463555584,1.298321128,-0.322291762,1.430962801,-0.087027468,0.594598472,0.159990460,0.783123195
1403636672513555456,1.295971155,-0.321653157,1.424971581,-0.072325051,0.597571373,0.154385030,0.783481181
1403636672563555584,1.297170877,-0.322162330,1.417503238,-0.056062073,0.598384082,0.151997313,0.784659386
1403636672613555456,1.298032045,-0.321078926,1.411840439,-0.040347476,0.598213494,0.152760565,0.785606027
1403636672663555584,1.295430303,-0.318259567,1.408198595,-0.027720176,0.598522663,0.152894750,0.785891473
1403636672713555456,1.293841243,-0.315759510,1.405555725,-0.021473182,0.597707391,0.157651633,0.785767615
1403636672763555584,1.294239879,-0.311234236,1.401140690,-0.020938966,0.595037222,0.164910749,0.786318481
1403636672813555456,1.293223739,-0.306934208,1.398878694,-0.022924205,0.591587186,0.171187446,0.787523985
1403636672863555584,1.294172525,-0.302504212,1.394706368,-0.024976309,0.587346792,0.173088580,0.790215313
1403636672913555456,1.293840528,-0.299291104,1.391808867,-0.026021948,0.582531512,0.172000200,0.793974698
1403636672963555584,1.292997241,-0.296954066,1.389132857,-0.027686678,0.577130318,0.170226023,0.798233807
1403636673013555456,1.293426633,-0.294183195,1.386354446,-0.029209062,0.570663929,0.167381883,0.803413272
1403636673063555584,1.292790174,-0.291784585,1.384151816,-0.031780154,0.564614415,0.164023206,0.808267891
1403636673113555456,1.291510463,-0.290297747,1.382385373,-0.034623988,0.558289349,0.161683634,0.813002229
1403636673163555584,1.291516781,-0.288465917,1.380378604,-0.040051341,0.551621795,0.162660569,0.817099094
1403636673213555456,1.291382194,-0.287883371,1.379813194,-0.047581039,0.545430720,0.165106386,0.820354342
1403636673263555584,1.291785121,-0.287226528,1.378428698,-0.055485096,0.539683104,0.166162565,0.823440075
1403636673313555456,1.292104721,-0.287422240,1.377348185,-0.061240368,0.534869909,0.168892547,0.825614393
1403636673363555584,1.292702317,-0.288116336,1.376519680,-0.065538578,0.531240642,0.169942632,0.827410221
1403636673413555456,1.294456720,-0.288784087,1.376876593,-0.066507690,0.528748393,0.169338435,0.829051495
1403636673463555584,1.295526862,-0.289090753,1.377380848,-0.065667704,0.527061343,0.168103009,0.830442965
1403636673513555456,1.298065066,-0.289897919,1.377293348,-0.064644210,0.525619745,0.166807130,0.831697285
1403636673563555584,1.300266862,-0.290877730,1.378757834,-0.061727677,0.524863422,0.164599493,0.832835615
1403636673613555456,1.303607225,-0.291182369,1.380152225,-0.056022864,0.525209546,0.159746766,0.833964884
1403636673663555584,1.306177378,-0.292037845,1.382317066,-0.049673051,0.526045859,0.155043274,0.834727466
1403636673713555456,1.310169220,-0.292863518,1.383601427,-0.043164518,0.526030064,0.151133344,0.835815728
1403636673763555584,1.314076662,-0.292530537,1.388505697,-0.035994608,0.527669251,0.145221606,0.836169958
1403636673813555456,1.317237735,-0.293733180,1.389911175,-0.030045634,0.527336061,0.142626330,0.837061346
1403636673863555584,1.320477247,-0.294930577,1.394341469,-0.027446186,0.527944148,0.139676169,0.837264717
1403636673913555456,1.324322581,-0.295401067,1.397451878,-0.028738370,0.527817130,0.138375267,0.837517440
1403636673963555584,1.327096224,-0.297154069,1.401533127,-0.029160907,0.527808130,0.137787685,0.837605417
1403636674013555456,1.330283046,-0.298891515,1.406049371,-0.029509174,0.527512968,0.139549792,0.837487400
1403636674063555584,1.332661867,-0.300980091,1.409753442,-0.029627370,0.527352095,0.140062869,0.837498903
1403636674113555456,1.335861683,-0.301861852,1.414721608,-0.028750444,0.526793897,0.141776934,0.837592363
1403636674163555584,1.338288426,-0.302598447,1.419962645,-0.027081380,0.526853800,0.142003000,0.837571979
1403636674213555456,1.341713190,-0.303680599,1.425620079,-0.024492417,0.526872873,0.142600581,0.837538123
1403636674263555584,1.344725490,-0.304468185,1.431537867,-0.019955337,0.526387215,0.145167798,0.837522924
1403636674313555456,1.347354412,-0.305316329,1.437840462,-0.015088486,0.524918258,0.150068611,0.837682843
1403636674363555584,1.349996805,-0.304896206,1.442848682,-0.010821726,0.521811187,0.155981243,0.838609517
1403636674413555456,1.353570104,-0.304133713,1.448751926,-0.006216147,0.516896307,0.161395013,0.840673089
1403636674463555584,1.355641603,-0.304781526,1.455252767,-0.002562215,0.511920273,0.164462164,0.843138933
1403636674513555456,1.357633591,-0.303164452,1.461894512,0.001386090,0.506263673,0.165547773,0.846338630
1403636674563555584,1.360102534,-0.301399529,1.468886137,0.002836066,0.501208842,0.164951876,0.849454224
1403636674613555456,1.362493753,-0.299864441,1.475155592,0.003811040,0.497017980,0.163122997,0.852261424
1403636674663555584,1.364785075,-0.298403442,1.481249690,0.003858818,0.493260324,0.159339800,0.855155051
1403636674713555456,1.368162870,-0.296883285,1.486139655,0.002794613,0.488949448,0.159661993,0.857571363
1403636674763555584,1.370350957,-0.293089688,1.492559671,-0.001187979,0.484897912,0.160799801,0.859660387
1403636674813555456,1.373639107,-0.291268945,1.499132156,-0.008176548,0.480658978,0.164981350,0.861209214
1403636674863555584,1.377471805,-0.288172513,1.503834724,-0.014795192,0.476590127,0.168966562,0.862608433
1403636674913555456,1.380427837,-0.286086023,1.509566307,-0.020831639,0.473582298,0.172113776,0.863517642
1403636674963555584,1.383517861,-0.283954680,1.513884902,-0.027088704,0.471103430,0.174354434,0.864250124
1403636675013555456,1.387129545,-0.283181697,1.517999411,-0.031763382,0.468882769,0.177039012,0.864752710
1403636675063555584,1.391680121,-0.280775338,1.522794008,-0.036486696,0.467805088,0.177416086,0.865072668
1403636675113555456,1.396565676,-0.281423569,1.528132677,-0.041245073,0.468626797,0.175001144,0.864906013
1403636675163555584,1.401489019,-0.281310827,1.533708453,-0.047412958,0.470401466,0.169304684,0.864760280
1403636675213555456,1.407991409,-0.281643540,1.538892150,-0.051143304,0.472887605,0.161126703,0.864754200
1403636675263555584,1.413618326,-0.283516347,1.542580724,-0.054402072,0.474923998,0.154976174,0.864563465
1403636675313555456,1.419426918,-0.285398245,1.548391700,-0.056287512,0.477392852,0.149049774,0.864124954
1403636675363555584,1.426769614,-0.287470341,1.553169727,-0.052742399,0.478889674,0.142502651,0.864624679
1403636675413555456,1.432757974,-0.290726125,1.559518695,-0.046449859,0.479843318,0.135116696,0.865642071
1403636675463555584,1.440130949,-0.292441100,1.566370010,-0.039895821,0.478263378,0.129603326,0.867683947
1403636675513555456,1.446294546,-0.295386642,1.572255373,-0.035397019,0.475889623,0.122599013,0.870198607
1403636675563555584,1.453678370,-0.298088044,1.578766465,-0.031209486,0.473259360,0.115121134,0.872810781
1403636675613555456,1.460950613,-0.300822496,1.587123156,-0.028054444,0.470626503,0.108927920,0.875133336
1403636675663555584,1.468125582,-0.302861124,1.594246864,-0.025264518,0.466496974,0.104377173,0.877979338
1403636675713555456,1.473219275,-0.304989517,1.604356170,-0.021380186,0.461964041,0.100952961,0.880874932
1403636675763555584,1.479325891,-0.305602968,1.612950325,-0.015351514,0.455372602,0.098834932,0.884664774
1403636675813555456,1.484377861,-0.308102489,1.621922612,-0.007624721,0.445961684,0.103336364,0.889034152
1403636675863555584,1.489495158,-0.310520709,1.629520655,0.000173966,0.434515238,0.110176355,0.893900216
1403636675913555456,1.496515632,-0.310253263,1.636557102,0.005299359,0.421073735,0.118283488,0.899265170
1403636675963555584,1.499291301,-0.311760426,1.645615578,0.007098824,0.409132063,0.125263944,0.903808355
1403636676013555456,1.504881859,-0.311270505,1.653879881,0.006321670,0.397120804,0.128629476,0.908685625
1403636676063555584,1.509118319,-0.310239673,1.661949873,0.004547187,0.386628449,0.127474293,0.913371801
1403636676113555456,1.511089444,-0.310527414,1.673462033,-0.000884545,0.379439920,0.122156046,0.917116404
1403636676163555584,1.516581059,-0.310431898,1.680176497,-0.006744116,0.371234626,0.111943133,0.921741903
1403636676213555456,1.522897720,-0.308701277,1.688231945,-0.012048233,0.363212824,0.100939840,0.926143825
1403636676263555584,1.527600169,-0.307951868,1.695563555,-0.018790046,0.355935872,0.087160453,0.930247128
1403636676313555456,1.531192183,-0.306772739,1.705147028,-0.024932059,0.347264647,0.077250250,0.934247315
1403636676363555584,1.535311341,-0.306131721,1.713822722,-0.028106293,0.338763893,0.064788856,0.938217163
1403636676413555456,1.539074898,-0.306552112,1.722077966,-0.031860244,0.329372108,0.054622598,0.942080319
1403636676463555584,1.542742848,-0.304234445,1.731143713,-0.033127639,0.318637818,0.048426166,0.946058869
1403636676513555456,1.546418428,-0.307696819,1.738449335,-0.034877691,0.306377292,0.047070485,0.950105727
1403636676563555584,1.548782825,-0.308817267,1.748226285,-0.032071054,0.294336438,0.049105737,0.953900516
1403636676613555456,1.551670074,-0.310423791,1.756914377,-0.029961132,0.283203870,0.050673883,0.957251310
1403636676663555584,1.555507183,-0.311922073,1.766057849,-0.027073262,0.273868352,0.052548200,0.959948897
1403636676713555456,1.557488799,-0.315903485,1.774677038,-0.024583219,0.266207933,0.055421688,0.962006986
